"Text", "Query"
What is the award presented by <A> and Yale Club NYCity?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_presenter <A> sep_dot var_uri dbp_presenter dbr_Yale_Club_of_New_York_City sep_dot var_uri rdf_type dbo_Award brack_close
What is the name of the river whose mouth country is <A> and source region is <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_mouthCountry <A> sep_dot var_uri dbo_sourceRegion <A>  sep_dot var_uri rdf_type dbo_River brack_close
List the races of <A>?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_race var_uri brack_close 
Games on <A> are typically of what kind?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_computingPlatform <A> sep_dot var_x dbp_genre var_uri  sep_dot var_x rdf_type dbo_VideoGame brack_close
Where is the <A> located?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_location var_uri brack_close 
Which shows are similar to the ones produced by <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_executiveProducer <A> sep_dot var_uri dbo_related var_x  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
What is the country whose leader name is <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_leaderName <A> sep_dot var_uri rdf_type dbo_Country brack_close
Who was the influencer of <A> who also starred in <B>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_influencedBy var_uri sep_dot <B> dbo_starring var_uri sep_dot brack_close
Name the wine regions of <A>?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_wineRegion var_uri brack_close 
What is the awards won by the producer of <A> ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_producer var_x sep_dot var_x dbp_awards var_uri  sep_dot brack_close
What  is the meaning of the Isa (name) which is also a relegion of <A> ?, SELECT DISTINCT var_uri WHERE brack_open dbr_Isa_(name) dbp_meaning var_uri sep_dot <A> dbo_type var_uri brack_close
List the doctoral students of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_doctoralStudents var_uri brack_close 
List the major shrines of the saints whose one of the shrine is <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_majorShrine <A> sep_dot var_x dbo_majorShrine var_uri  sep_dot var_x rdf_type dbo_Saint brack_close
Which currency is used by the record label of the Way to Your Heart?,SELECT DISTINCT var_uri WHERE brack_open dbr_The_Way_to_Your_Heart dbo_recordLabel var_x sep_dot var_x dbp_currency var_uri  sep_dot brack_close
In which department does <A> work?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_branch var_uri brack_close 
Where did the fashion designer study who died at the <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_deathPlace <A> sep_dot var_x dbp_education var_uri  sep_dot var_x rdf_type dbo_FashionDesigner brack_close
Was <A> beatified by <B> the second?,ASK WHERE brack_open <A> dbp_beatifiedBy <B> brack_close
Which company of <A> is the owning organization of F0ord Kansa City Assemply Plant ?, SELECT DISTINCT var_uri WHERE brack_open dbr_Ford_Kansas_City_Assembly_Plant dbo_owningOrganisation var_uri sep_dot <A> dbp_company var_uri brack_close
What is the religion of the relatives of <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_relation <A> sep_dot var_x dbo_religion var_uri  sep_dot brack_close
Which religion did both <A> and <B> follow?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_religion var_uri sep_dot <B> dbo_religion var_uri sep_dot brack_close
Who are all the people who used to figure skate with the current partner of <A> ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_currentPartner var_x sep_dot var_x dbo_formerPartner var_uri  sep_dot brack_close
<A> has acted in which movies ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_starring <A>  sep_dot var_uri rdf_type dbo_Film sep_dot var_uri rdf_type dbo_Film brack_close
What is the citizenship of the <A> and land of the <B>, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_citizenship var_uri sep_dot <B> dbo_country var_uri brack_close
Movie's produced by <A> has <B> as director of photography,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_producer <A> sep_dot var_uri dbo_cinematography <B>  sep_dot var_uri rdf_type dbo_Film brack_close
What is the company that has products with Windows RT as its OS?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_os dbr_Windows_RT sep_dot var_uri dbo_product var_x  sep_dot brack_close
How many buildings are located in the jurisdiction of <A>?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_leaderName <A> sep_dot var_uri dbp_location var_x  sep_dot var_uri rdf_type dbo_Building brack_close
Name some <A> as a service?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_license <A>_as_a_service  sep_dot var_uri rdf_type dbo_Software brack_close
List down the associated musical artist of the writer of <A> ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_writer var_x sep_dot var_x dbo_associatedMusicalArtist var_uri  sep_dot brack_close
Who founded the league which was won by <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_champion <A> sep_dot var_x dbp_founded var_uri  sep_dot var_x rdf_type dbo_SportsLeague brack_close
How many companies were founded in <A>?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_uri dbp_foundation <A>  sep_dot var_uri rdf_type dbo_Company brack_close
Which European Broadcasting Union's TV show has opening theme as <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_company dbr_European_Broadcasting_Union sep_dot var_uri dbo_openingTheme <A>_(Charpentier)  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
Give me all martial artists trained by <A>.,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_trainer <A>  sep_dot var_uri rdf_type dbo_MartialArtist brack_close
Name the musical band of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_musicalBand var_uri brack_close 
<A> has penned books on how many matters?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_author <A> sep_dot var_x dbp_subject var_uri  sep_dot brack_close
What is the venerated in of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_veneratedIn var_uri brack_close 
Is william doyle the chairman of <A>?,ASK WHERE brack_open <A> dbp_chairman dbr_William_Doyle_(businessman) brack_close
Where was <A> recorded ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_recorded var_uri brack_close 
"What is the hub airport of <A>, and is also the largest city of <B>?", SELECT DISTINCT var_uri WHERE brack_open <A> dbo_hubAirport var_uri sep_dot <B> dbo_largestCity var_uri brack_close
What is the occupation of the people who are born in <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_birthPlace <A> sep_dot var_x dbo_occupation var_uri  sep_dot var_x rdf_type dbo_Person brack_close
Where all does the sister station of <A> play?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_sisterStation <A> sep_dot var_x dbp_location var_uri  sep_dot brack_close
Under whom did <A> do his PhD?, SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_doctoralStudent <A> brack_close 
How many have company as Paramount Television and network as <A> are there?, SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_uri dbp_company dbr_Paramount_Television sep_dot var_uri dbo_network <A> brack_close 
Under which president did some politicians live in <A>?,"SELECT DISTINCT var_uri WHERE brack_open var_x dbo_residence <A>,_Maryland sep_dot var_x dbo_president var_uri  sep_dot var_x rdf_type dbo_OfficeHolder brack_close"
<A>'s ice hockey players have been a part of which teams?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_placeOfBirth <A> sep_dot var_x dbo_team var_uri  sep_dot var_x rdf_type dbo_IceHockeyPlayer brack_close
What race of <A> is the state of origin of the <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_ethnicity var_uri sep_dot <A> dbo_stateOfOrigin var_uri brack_close
Who is the author of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_author var_uri brack_close 
What is the official residence of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_residence var_uri brack_close 
Count the different causes of death of Christians.,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_religion dbr_Christianity sep_dot var_x dbo_deathCause var_uri  sep_dot brack_close
How many players debuted their careers from <A>?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_uri dbo_debutTeam <A>  sep_dot var_uri rdf_type dbo_Athlete brack_close
Name the TV shows whose developer is J. Michael <A> and executive producer is <B>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_developer <A> sep_dot var_uri dbo_executiveProducer <B>  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
What is the company whose one of the key person is <A> and produces <B> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_keyPeople <A> sep_dot var_uri dbo_product <B>  sep_dot var_uri rdf_type dbo_Company brack_close
Which company is located in <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_locationCity <A>  sep_dot var_uri rdf_type dbo_Company brack_close
Is <A> one of the destinations of airtours airways?,ASK WHERE brack_open dbr_Airtours_International_Airways dbo_destination <A> brack_close
Which memeber of <A> is also the nationality of Aishath saffa ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_membership var_uri sep_dot dbr_Aishath_Saffa dbp_nationality var_uri brack_close
Which board memeber of <A> also owns <B> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_board var_uri sep_dot <B> dbo_owner var_uri brack_close
Which baseball team is managed by <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_manager <A>  sep_dot var_uri rdf_type dbo_BaseballTeam brack_close
"What are the musicals based on, whose lyricist was Shelon <A>?",SELECT DISTINCT var_uri WHERE brack_open var_x dbp_lyrics <A> sep_dot var_x dbo_basedOn var_uri  sep_dot var_x rdf_type dbo_Musical brack_close
Who has given guest appearances on the TV Episodes whose was music done by <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_music <A> sep_dot var_x dbp_guests var_uri  sep_dot var_x rdf_type dbo_TelevisionEpisode brack_close
"What series is Mazes of Time from, and is produced by <A> ?", SELECT DISTINCT var_uri WHERE brack_open <A> dbo_product var_uri sep_dot dbr_Doctor_Who:_The_Mazes_of_Time dbo_series var_uri brack_close
Is <A> buried in the Arlington national cementery?,ASK WHERE brack_open <A> dbp_placeofburial dbr_Arlington_National_Cemetery brack_close
What are the universities where athletics is regulated by <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_athletics <A>  sep_dot var_uri rdf_type dbo_University brack_close
"Which  office holder's resting place is <A> and Henry E. Catto, Jr. as predecessor ?","SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_restingPlace <A> sep_dot var_uri dbp_predecessor dbr_Henry_E._Catto,_Jr sep_dot  sep_dot var_uri rdf_type dbo_OfficeHolder brack_close"
Name the TV show whose network is <A> and is the subsequent work of Fraiser ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_network <A> sep_dot var_uri dbo_subsequentWork dbr_Frasier  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
How many had their debut team coached by <A>?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_coach <A> sep_dot var_uri dbo_debutTeam var_x  sep_dot brack_close
Who is the scientist whose academic advisor was <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_academicAdvisor <A>  sep_dot var_uri rdf_type dbo_Scientist brack_close
<A> has designed bridges over what things?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_designer <A> sep_dot var_x dbp_crosses var_uri  sep_dot var_x rdf_type dbo_Bridge brack_close
Which labels have published songs written by <A> ?,"SELECT DISTINCT var_uri WHERE brack_open var_x dbo_writer <A> sep_dot sep_dot var_x dbp_label var_uri  sep_dot var_x rdf_type dbo_Song brack_close"
List the academic discipline of the journals whose publisher is <A> .,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_publisher <A> sep_dot var_x dbo_academicDiscipline var_uri  sep_dot var_x rdf_type dbo_AcademicJournal brack_close
whose is famous works are <A> and <B> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_notableworks <A> sep_dot var_uri dbp_notableworks <B> sep_dot brack_close
What is the government type of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_governmentType var_uri brack_close 
what kind of games can I find for PC 9800?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_computingPlatform dbr_PC-9800_Series sep_dot var_x dbp_genre var_uri  sep_dot var_x rdf_type dbo_VideoGame brack_close
"After the death of which political figure, did the <A> came into power?",SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_successor <A>  sep_dot brack_close
Who owns the radio stations in <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_city <A> sep_dot var_x dbo_owner var_uri  sep_dot var_x rdf_type dbo_RadioStation brack_close
Name the movie whose director is <A> and editor is <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_editing <A> sep_dot var_uri dbo_director <A>  sep_dot var_uri rdf_type dbo_Film brack_close
what are the nicknames of the people who are in Ekstraliga?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_league dbr_Ekstraliga_(speedway) sep_dot var_x dbp_nickname var_uri  sep_dot brack_close
List the alma mater of the person who is wedded to <A>.,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_spouse <A> sep_dot var_x dbp_almaMater var_uri  sep_dot brack_close
List all the members of the organization whose one of the members is <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_membership <A> sep_dot var_x dbp_membership var_uri  sep_dot var_x rdf_type dbo_Organisation brack_close
Which sports are played in schools founded by Fr Almeida?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_founder dbr_Fr._Almeida sep_dot var_x dbo_sport var_uri  sep_dot var_x rdf_type dbo_School brack_close
What is the nationality of the economist who is one of the important people in the <A> ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_keyPerson var_x sep_dot var_x dbo_nationality var_uri  sep_dot var_x rdf_type dbo_Economist brack_close
List all discipline of the journals whose one of the discipline is <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_academicDiscipline <A> sep_dot var_x dbo_academicDiscipline var_uri  sep_dot var_x rdf_type dbo_AcademicJournal brack_close
Which high school of <A> is also the nearest city of <B> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_highSchool var_uri sep_dot <B> dbp_nearestCity var_uri brack_close
In how many different places do <A> operate?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_operator <A> sep_dot var_x dbp_address var_uri  sep_dot brack_close
Which athletics of <A> is same as the genre of the Fritz Chess ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_athletics var_uri sep_dot dbr_Fritz_Chess dbo_genre var_uri brack_close
How many <A> and dystopian fiction books are there?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_uri dbo_literaryGenre <A> sep_dot brack_close
Which scientist is known for <A> and has <B> as his academic advisor ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_knownFor <A> sep_dot var_uri dbo_academicAdvisor <B>  sep_dot var_uri rdf_type dbo_Scientist brack_close
Who appointed the governor under whom <A> works?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_lieutenant <A> sep_dot var_x dbp_appointer var_uri  sep_dot var_x rdf_type dbo_Governor brack_close
Where is <A> located ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_location var_uri brack_close 
"Which location of  <A> is also the location of  <B> ?"," SELECT DISTINCT var_uri WHERE brack_open <A> dbp_locations var_uri sep_dot <A> dbo_denomination var_uri brack_close"
Which TV show's company is <A> and is produced by Stephen E. Ambrose ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_company <A> sep_dot var_uri dbp_producer dbr_Stephen_E._Ambrose  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
What is the route end of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_routeEnd var_uri brack_close 
List the architect of the buildings whose one of the  architect is <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_architect <A> sep_dot var_x dbp_architect var_uri  sep_dot var_x rdf_type dbo_Building brack_close
What is the residence of the bronze medalist of <A> at the women's downhill competition at the 1972 Winter Olympics?,SELECT DISTINCT var_uri WHERE brack_open <A>_at_the_1972_Winter_Olympics_–_Women's_downhill dbo_bronzeMedalist var_x sep_dot var_x dbp_birthPlace var_uri  sep_dot brack_close
Who is the manufacturer of engine of <A> ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_engine var_x sep_dot var_x dbo_manufacturer var_uri  sep_dot brack_close
Which company founded in <A> manufactures <B> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_foundation <A> sep_dot var_uri dbp_products <B>  sep_dot var_uri rdf_type dbo_Company brack_close
"<A>, Beerwah is affiliated to <B>",ASK WHERE brack_open <B> dbp_religiousAffiliation <A> brack_close
Which government agency is run by Supachai Somcharoen?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_leader dbr_Supachai_Somcharoen sep_dot var_x dbp_agencyName var_uri  sep_dot var_x rdf_type dbo_GovernmentAgency brack_close
What is the owner of <A> Solar Power Facility and the original developer of Dart?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_owner var_uri sep_dot dbr_Dart_(programming_language) dbo_developer var_uri brack_close
Find the total number of  ingredient of the recepies whose ingredient is common Mushroom ?, SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_ingredient dbr_Agaricus_bisporus sep_dot var_x dbo_ingredient var_uri brack_close
List all the tenants of the stadium where the WWF Summer Slam 2004 took place.,SELECT DISTINCT var_uri WHERE brack_open dbr_SummerSlam_(2004) dbp_venue var_x sep_dot var_x dbo_tenant var_uri  sep_dot brack_close
Who were the founders of <A>?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_founder var_uri brack_close 
What religion's politicians are in the <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_party <A> sep_dot var_x dbo_religion var_uri  sep_dot var_x rdf_type dbo_Politician brack_close
How many movies are directed by the spouse of Dolores del Ro?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_partner dbr_Dolores_del_Río sep_dot var_uri dbp_director var_x  sep_dot var_uri rdf_type dbo_Film brack_close
Which US state gave  us <A> and <B> ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_birthPlace var_uri sep_dot <B> dbp_birthPlace var_uri sep_dot brack_close
What are some bands out to texarkana?,"SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_origin dbr_Texarkana,_Texas  sep_dot var_uri rdf_type dbo_Band brack_close"
What is the military branch of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_militaryBranch var_uri brack_close 
In which country was GM was firt aired which is also the mouth country of <A>?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_mouthCountry var_uri sep_dot dbr_Gümüş_(TV_series) dbp_firstAired var_uri brack_close
How many information appliance are manufactured by companies located in <A>?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_locationCity <A> sep_dot var_uri dbo_manufacturer var_x  sep_dot var_uri rdf_type dbo_InformationAppliance brack_close
How many people are in the <A>?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_uri dbp_nationalteam <A>  sep_dot brack_close
With which musical artist is the producer of <A> associated ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_producer var_x sep_dot var_x dbp_associatedActs var_uri  sep_dot var_x rdf_type dbo_MusicalArtist brack_close
Where was the current champion of <A> born ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_champion var_x sep_dot var_x dbo_birthPlace var_uri  sep_dot brack_close
Is <A> the main ingredient of <B>?,ASK WHERE brack_open <B> dbp_mainIngredient <A> brack_close
In what battles did president <A> participate?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_commander <A>  sep_dot var_uri rdf_type dbo_MilitaryConflict brack_close
who is the husband of <A>?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_partner var_uri brack_close 
What is the river whose tributary is <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_leftTributary <A>  sep_dot var_uri rdf_type dbo_River brack_close
Who holds stock in the railway lines ending in Washington DC?,"SELECT DISTINCT var_uri WHERE brack_open var_x dbo_routeEnd dbr_Union_Station_(Washington,_D.C.) sep_dot var_x dbp_owner var_uri  sep_dot var_x rdf_type dbo_RailwayLine brack_close"
Which religion does the leader of <A> follow?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_leaderName var_x sep_dot var_x dbo_religion var_uri  sep_dot brack_close
Who are the local authority of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_localAuthority var_uri brack_close 
Who made the singles on the famous album Aida?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_album dbr_Elton_John_and_Tim_Rice's_Aida sep_dot var_x dbo_musicalArtist var_uri  sep_dot var_x rdf_type dbo_Single brack_close
List all the former broadcast network of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_formerBroadcastNetwork var_uri brack_close 
What company's founder is <A>?, SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_founder <A> brack_close 
Which religions are practiced in <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_hometown <A> sep_dot var_x dbp_religion var_uri  sep_dot brack_close
Which current player of <A> was drafted by <B> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_team <A> sep_dot var_uri dbp_draftTeam <B>  sep_dot brack_close
Which <A> company provides One Drive as a service ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_foundation <A> sep_dot var_uri dbp_services dbr_OneDrive  sep_dot var_uri rdf_type dbo_Company brack_close
What team has  players  born in <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_birthPlace <A> sep_dot var_x dbo_team var_uri  sep_dot brack_close
Name the party of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_party var_uri brack_close 
"Who was the opponent of <A> ?"," SELECT DISTINCT var_uri WHERE brack_open <A> dbo_opponent var_uri brack_close "
What is the common country of <A> and <B> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_operator var_uri sep_dot <B> dbo_location var_uri brack_close
What is the mascot of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_mascot var_uri brack_close 
Whose resting place is <A> and has kids named <B>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_restingplace <A> sep_dot var_uri dbo_child <B>  sep_dot brack_close
Why did Letita McTavish Hargrave and <A> die?, SELECT DISTINCT var_uri WHERE brack_open dbr_Letitia_MacTavish_Hargrave dbo_deathCause var_uri sep_dot <A> dbp_deathCause var_uri brack_close
Name the constituency of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_constituency var_uri brack_close 
Is <B> the painter of <A>?,ASK WHERE brack_open <A> dbo_illustrator <B> brack_close
Name the president whose had relatives in <A> and lieutenant named <B>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_relation <A> sep_dot var_uri dbo_lieutenant <B>  sep_dot var_uri rdf_type dbo_President brack_close
What discipline was <A> about ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_discipline var_uri brack_close 
Which saints were the messengers of <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_veneratedIn <A> sep_dot var_uri rdf_type dbo_Saint brack_close
<A> flows into which river?, SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_rightTributary <A> brack_close 
What awards were given to the producer of <A> ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_producer var_x sep_dot var_x dbo_award var_uri  sep_dot brack_close
Was GM first aired in <A>?,ASK WHERE brack_open dbr_Gümüş_(TV_series) dbp_firstAired <A> brack_close
What water bodies have primary inflows sa <A>?, SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_inflow <A> brack_close 
Where was WiZeefa founded ?, SELECT DISTINCT var_uri WHERE brack_open dbr_WiZeefa dbp_foundation var_uri brack_close 
Which educational institution of <A> is also the alma mater of <B> ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_education var_uri sep_dot <B> dbo_education var_uri sep_dot brack_close
Where is <A> located ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_birthPlace var_uri brack_close 
was <A> a <B>?,ASK WHERE brack_open <B> dbo_field <A> brack_close
Which drinks have emerged from the <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_origin <A> sep_dot var_x dbp_locationCity var_uri  sep_dot var_x rdf_type dbo_Beverage brack_close
Who composed the lyrics of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A>_(musical) dbp_lyrics var_uri brack_close 
Is Bluebird the grandsire of <A> ?,ASK WHERE brack_open <A> dbo_grandsire dbr_Bluebird brack_close
What is the headquarters of the public transit system which is the system of <A> LRT ?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_system var_x sep_dot var_x dbp_headquarters var_uri  sep_dot var_x rdf_type dbo_PublicTransitSystem brack_close
What units are garrisoned in the <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_garrison <A>  sep_dot var_uri rdf_type dbo_MilitaryUnit brack_close
What is the hometown of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbp_hometown var_uri brack_close 
Count  the journals in the field of <A>.,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_uri dbp_discipline <A>  sep_dot var_uri rdf_type dbo_AcademicJournal brack_close
Which scientist advised a doctoral student named Erban Ieica?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_doctoralStudents dbr_Șerban_Țițeica  sep_dot var_uri rdf_type dbo_Scientist brack_close
Where are the <A> players born?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_club <A> sep_dot var_x dbp_placeOfBirth var_uri  sep_dot var_x rdf_type dbo_Athlete brack_close
"What is the hometown of <A>, where <B> was born too?",SELECT DISTINCT var_uri WHERE brack_open <B> dbp_birthPlace var_uri sep_dot <A> dbo_hometown var_uri sep_dot brack_close
"How many major shrine are there, of the saints whose beatified by <A> ?",SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbp_beatifiedBy <A> sep_dot var_x dbo_majorShrine var_uri  sep_dot brack_close
Name the TV shows owned by divisions of <A>?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_parent <A> sep_dot var_uri dbp_company var_x  sep_dot var_uri rdf_type dbo_TelevisionShow brack_close
What is the academic discipline of <A> ?, SELECT DISTINCT var_uri WHERE brack_open <A> dbo_academicDiscipline var_uri brack_close 
What is the agency name of the Ministry of Information and Communication Technology (Thailand) and distribution region  of the Channel 9 MCOT HD ?, SELECT DISTINCT var_uri WHERE brack_open dbr_Ministry_of_Information_and_Communication_Technology_(Thailand) dbp_agencyName var_uri sep_dot dbr_Channel_9_MCOT_HD dbp_city var_uri brack_close
Which gaming console's central processing unit is microprocessor and built by <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_cpu dbr_Cell_(microprocessor) sep_dot var_uri dbo_manufacturer <A>  sep_dot brack_close
List the home stadiums of the teams in the Russian Premier League?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_league dbr_2011–12_Russian_Premier_League sep_dot var_x dbo_homeStadium var_uri  sep_dot brack_close
Give me an estimate number of races where horses grandsired by the <A> have raced in?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_grandsire <A> sep_dot var_x dbp_race var_uri  sep_dot var_uri rdf_type dbo_HorseRace brack_close
Give me the list of people who scaled mountains in <A> ?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_mountainRange <A> sep_dot var_x dbo_firstAscentPerson var_uri  sep_dot brack_close
What is the name of the movie whose director of photography was <A> and music composer was Vangelis?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_cinematography <A> sep_dot var_uri dbo_musicComposer dbr_Vangelis  sep_dot var_uri rdf_type dbo_Film brack_close
